Derived constituent file for segment 11

JDAY,     TSS,    TISS,
    12.100,   19.3004,   19.3028,
    12.201,   19.4745,   19.4773,
    12.303,   19.5882,   19.5883,
    12.400,   19.6605,   19.6597,
    12.500,   19.3960,   19.3985,
    12.600,   19.2218,   19.2265,
    12.705,   19.3859,   19.3912,
    12.803,   19.8071,   19.8100,
    12.900,   20.0683,   20.0665,
    13.000,   20.0785,   20.0752,
    13.100,   20.0415,   20.0393,
    13.205,   19.9474,   19.9434,
    13.303,   19.8241,   19.8207,
    13.400,   19.6651,   19.6621,
    13.500,   19.3064,   19.3014,
    13.600,   19.0104,   19.0087,
    13.701,   19.0063,   19.0040,
    13.803,   19.2723,   19.2689,
    13.900,   19.1588,   19.1570,
    14.000,   19.0612,   19.0583,
    14.100,   19.0583,   19.0526,
    14.201,   18.9601,   18.9561,
    14.304,   18.8105,   18.8054,
    14.400,   18.6666,   18.6635,
    14.500,   18.3817,   18.3735,
    14.600,   18.0356,   18.0262,
    14.702,   18.0701,   18.0629,
    14.801,   18.1409,   18.1374,
    14.900,   17.9904,   17.9840,
    15.000,   17.8157,   17.8037,
    15.100,   17.6660,   17.6520,
    15.201,   17.3984,   17.3909,
    15.303,   17.1079,   17.0996,
    15.400,   16.7933,   16.7924,
    15.500,   16.2484,   16.2414,
    15.600,   15.9742,   15.9612,
    15.701,   15.7824,   15.7765,
    15.807,   15.7827,   15.7706,
    15.900,   15.6383,   15.6338,
    16.000,   15.6026,   15.5884,
    16.100,   16.0136,   16.0003,
    16.202,   15.9098,   15.8990,
    16.304,   15.7083,   15.6973,
    16.400,   15.5187,   15.5018,
    16.500,   15.3414,   15.3334,
    16.600,   15.2037,   15.1990,
    16.701,   15.0668,   15.0619,
    16.803,   14.9325,   14.9278,
    16.900,   14.8142,   14.8053,
    17.000,   14.6775,   14.6728,
    17.100,   14.5507,   14.5461,
    17.201,   14.4286,   14.4240,
    17.303,   14.3054,   14.3009,
    17.400,   14.1930,   14.1896,
    17.500,   14.0802,   14.0756,
    17.600,   13.9745,   13.9706,
    17.704,   13.8760,   13.8698,
    17.803,   13.7116,   13.7075,
    17.900,   13.6552,   13.6514,
    18.000,   13.5510,   13.5465,
    18.100,   13.4415,   13.4331,
    18.201,   13.3179,   13.3133,
    18.307,   13.1967,   13.1882,
    18.400,   13.0803,   13.0708,
    18.500,   12.9476,   12.9399,
    18.600,   12.8423,   12.8380,
    18.708,   12.7378,   12.7274,
    18.801,   12.5471,   12.5447,
    18.900,   12.5105,   12.5087,
    19.000,   12.3795,   12.3723,
    19.100,   12.2534,   12.2431,
    19.208,   12.1235,   12.1119,
    19.303,   11.9924,   11.9897,
    19.400,   11.8632,   11.8535,
    19.500,   11.7514,   11.7470,
    19.600,   11.6589,   11.6547,
    19.701,   11.5443,   11.5398,
    19.803,   11.4066,   11.4018,
    19.900,   11.1551,   11.1506,
    20.000,   11.0188,   11.0071,
    20.100,   10.8611,   10.8443,
    20.201,   10.7033,   10.7003,
    20.303,   10.5294,   10.5264,
    20.400,   10.2585,   10.2492,
    20.500,   10.2319,   10.2158,
    20.600,   10.1383,   10.1237,
    20.703,    9.8791,    9.8730,
    20.801,    9.7155,    9.7120,
    20.900,    9.5327,    9.5275,
    21.000,    9.3860,    9.3688,
    21.100,    9.1930,    9.1923,
    21.201,    9.0388,    9.0366,
    21.302,    8.9146,    8.9094,
    21.400,    8.7889,    8.7852,
    21.500,    8.6633,    8.6590,
    21.600,    8.6152,    8.6119,
    21.702,    8.5140,    8.5132,
    21.802,    8.3037,    8.2995,
    21.900,    8.2106,    8.2072,
    22.000,    8.1227,    8.1152,
    22.100,    8.0066,    8.0022,
    22.208,    7.9286,    7.9219,
    22.302,    7.8530,    7.8501,
    22.400,    7.7807,    7.7784,
    22.500,    7.7361,    7.7332,
    22.600,    7.7390,    7.7361,
    22.701,    7.5985,    7.5979,
    22.802,    7.4500,    7.4474,
    22.900,    7.3933,    7.3912,
    23.000,    7.3407,    7.3377,
    23.100,    7.2798,    7.2771,
    23.201,    7.2286,    7.2280,
    23.302,    7.1835,    7.1815,
    23.400,    7.1387,    7.1367,
    23.500,    7.0908,    7.0886,
    23.600,    7.0486,    7.0464,
    23.701,    6.9979,    6.9975,
    23.802,    6.9567,    6.9549,
    23.900,    6.9159,    6.9142,
    24.000,    6.8716,    6.8695,
    24.100,    6.8284,    6.8264,
    24.202,    6.7862,    6.7859,
    24.302,    6.7446,    6.7429,
    24.400,    6.7035,    6.7020,
    24.500,    6.6739,    6.6721,
    24.600,    6.6350,    6.6332,
    24.704,    6.5946,    6.5935,
    24.802,    6.5408,    6.5389,
    24.900,    6.4841,    6.4819,
    25.000,    6.4292,    6.4275,
    25.100,    6.3861,    6.3841,
    25.202,    6.3349,    6.3343,
    25.302,    6.2983,    6.2967,
    25.400,    6.2606,    6.2593,
    25.500,    6.2253,    6.2240,
    25.600,    6.1902,    6.1897,
    25.702,    6.1867,    6.1864,
    25.802,    6.1785,    6.1769,
    25.900,    6.1494,    6.1487,
    26.000,    6.1149,    6.1138,
    26.100,    6.0910,    6.0902,
    26.202,    6.0633,    6.0626,
    26.302,    6.0361,    6.0349,
    26.400,    5.9987,    5.9974,
    26.500,    5.9754,    5.9745,
    26.600,    5.9573,    5.9564,
    26.708,    5.9264,    5.9252,
    26.802,    5.9015,    5.9007,
    26.900,    5.8725,    5.8718,
    27.000,    5.7999,    5.7977,
    27.100,    5.8130,    5.8123,
    27.201,    5.7950,    5.7946,
    27.302,    5.7573,    5.7558,
    27.400,    5.7182,    5.7172,
    27.500,    5.6830,    5.6819,
    27.600,    5.6548,    5.6541,
    27.704,    5.6309,    5.6302,
    27.802,    5.5966,    5.5956,
    27.900,    5.5617,    5.5616,
    28.000,    5.5376,    5.5364,
    28.100,    5.5112,    5.5097,
    28.208,    5.4838,    5.4816,
    28.302,    5.4572,    5.4552,
    28.400,    5.4310,    5.4303,
    28.500,    5.4108,    5.4100,
    28.600,    5.3930,    5.3920,
    28.701,    5.3713,    5.3711,
    28.802,    5.3471,    5.3461,
    28.900,    5.2998,    5.2989,
    29.000,    5.2744,    5.2728,
    29.100,    5.2471,    5.2460,
    29.208,    5.2195,    5.2176,
    29.302,    5.1908,    5.1899,
    29.400,    5.1646,    5.1618,
    29.500,    5.1387,    5.1364,
    29.600,    5.1178,    5.1169,
    29.701,    5.0995,    5.0993,
    29.802,    5.0781,    5.0773,
    29.900,    5.0452,    5.0443,
    30.000,    4.9966,    4.9954,
    30.100,    4.9666,    4.9653,
    30.202,    4.9318,    4.9315,
    30.302,    4.8967,    4.8951,
    30.400,    4.8600,    4.8587,
    30.500,    4.8245,    4.8231,
    30.600,    4.7959,    4.7947,
    30.702,    4.7675,    4.7673,
    30.802,    4.7321,    4.7307,
    30.900,    4.6956,    4.6943,
    31.000,    4.6602,    4.6580,
    31.100,    4.6314,    4.6296,
    31.202,    4.5932,    4.5933,
    31.300,    4.5537,    4.5518,
    31.400,    4.5269,    4.5252,
    31.500,    4.4729,    4.4704,
    31.600,    4.4631,    4.4610,
    31.706,    4.3939,    4.3892,
    31.802,    4.1951,    4.1920,
    31.900,    3.9364,    3.9333,
    32.000,    3.8359,    3.8256,
    32.100,    3.7765,    3.7758,
    32.208,    3.7422,    3.7338,
    32.302,    3.7214,    3.7174,
    32.400,    3.6596,    3.6571,
    32.500,    3.5906,    3.5872,
    32.600,    3.5395,    3.5368,
    32.702,    3.5046,    3.5024,
    32.802,    3.4673,    3.4636,
    32.900,    3.4315,    3.4301,
    33.000,    3.3777,    3.3749,
    33.100,    3.3113,    3.3085,
    33.202,    3.2471,    3.2448,
    33.302,    3.1924,    3.1887,
    33.400,    3.1382,    3.1365,
    33.500,    3.0947,    3.0924,
    33.600,    3.0609,    3.0592,
    33.708,    3.0212,    3.0196,
    33.802,    2.9775,    2.9767,
    33.900,    2.9442,    2.9431,
    34.000,    2.9315,    2.9299,
    34.100,    2.9260,    2.9255,
    34.202,    2.9318,    2.9314,
    34.301,    2.9361,    2.9359,
    34.400,    2.9426,    2.9420,
    34.500,    2.9685,    2.9685,
    34.600,    2.9940,    2.9941,
    34.702,    3.0241,    3.0247,
    34.801,    3.0422,    3.0428,
    34.900,    3.0516,    3.0516,
    35.000,    3.0624,    3.0622,
    35.100,    3.0516,    3.0513,
    35.208,    3.0455,    3.0441,
    35.302,    3.0304,    3.0302,
    35.400,    3.0126,    3.0123,
    35.500,    2.9874,    2.9874,
    35.600,    2.9800,    2.9807,
    35.708,    2.9770,    2.9781,
    35.801,    2.9682,    2.9688,
    35.900,    2.9577,    2.9576,
    36.000,    2.9429,    2.9428,
    36.100,    2.9160,    2.9157,
    36.208,    2.9249,    2.9240,
    36.301,    2.9072,    2.9070,
    36.400,    2.8980,    2.8977,
    36.500,    2.8775,    2.8766,
    36.600,    2.8675,    2.8668,
    36.703,    2.8585,    2.8577,
    36.801,    2.8428,    2.8421,
    36.900,    2.8214,    2.8209,
    37.000,    2.8001,    2.7988,
    37.100,    2.7757,    2.7744,
    37.207,    2.7362,    2.7334,
    37.301,    2.7342,    2.7335,
    37.400,    2.7163,    2.7162,
    37.500,    2.7103,    2.7089,
    37.600,    2.7056,    2.7043,
    37.703,    2.6983,    2.6975,
    37.801,    2.6608,    2.6599,
    37.900,    2.6403,    2.6395,
    38.000,    2.6213,    2.6201,
    38.100,    2.6101,    2.6089,
    38.203,    2.5921,    2.5913,
    38.302,    2.5783,    2.5775,
    38.400,    2.5613,    2.5609,
    38.500,    2.5783,    2.5772,
    38.600,    2.5517,    2.5505,
    38.704,    2.5225,    2.5219,
    38.802,    2.5074,    2.5066,
    38.900,    2.4812,    2.4807,
    39.000,    2.4754,    2.4738,
    39.100,    2.4693,    2.4689,
    39.207,    2.4604,    2.4592,
    39.302,    2.4451,    2.4441,
    39.400,    2.4253,    2.4248,
    39.500,    2.4107,    2.4103,
    39.600,    2.4111,    2.4111,
    39.701,    2.3714,    2.3712,
    39.802,    2.3605,    2.3603,
    39.900,    2.3492,    2.3489,
    40.000,    2.3327,    2.3319,
    40.100,    2.3075,    2.3067,
    40.205,    2.2724,    2.2724,
    40.302,    2.2489,    2.2474,
    40.400,    2.2349,    2.2344,
    40.500,    2.2233,    2.2226,
    40.600,    2.2238,    2.2232,
    40.702,    2.2249,    2.2250,
    40.802,    2.2082,    2.2076,
    40.900,    2.1976,    2.1968,
    41.000,    2.1860,    2.1849,
    41.100,    2.1692,    2.1687,
    41.207,    2.1366,    2.1341,
    41.301,    2.1028,    2.1022,
    41.400,    2.0833,    2.0826,
    41.500,    2.0807,    2.0799,
    41.600,    2.0862,    2.0852,
    41.708,    2.0993,    2.0980,
    41.802,    2.0835,    2.0829,
    41.900,    2.0561,    2.0555,
    42.000,    2.0297,    2.0290,
    42.100,    1.9977,    1.9971,
    42.206,    1.9613,    1.9613,
    42.300,    1.9176,    1.9168,
    42.400,    1.8619,    1.8613,
    42.500,    1.8324,    1.8310,
    42.600,    1.8221,    1.8222,
    42.702,    1.8463,    1.8454,
    42.800,    1.8340,    1.8331,
    42.900,    1.7833,    1.7821,
    43.000,    1.7198,    1.7181,
    43.100,    1.6589,    1.6588,
    43.208,    1.6191,    1.6172,
    43.302,    1.5890,    1.5885,
    43.400,    1.5651,    1.5626,
    43.500,    1.5451,    1.5442,
    43.600,    1.5343,    1.5336,
    43.703,    1.5353,    1.5347,
    43.801,    1.4867,    1.4862,
    43.900,    1.4875,    1.4870,
    44.000,    1.4680,    1.4673,
    44.100,    1.4547,    1.4545,
    44.208,    1.4538,    1.4524,
    44.302,    1.4404,    1.4400,
    44.400,    1.4292,    1.4276,
    44.500,    1.4176,    1.4171,
    44.600,    1.4200,    1.4195,
    44.703,    1.3723,    1.3720,
    44.801,    1.3511,    1.3509,
    44.900,    1.3496,    1.3495,
    45.000,    1.3477,    1.3473,
    45.100,    1.3480,    1.3478,
    45.208,    1.3456,    1.3453,
    45.302,    1.3431,    1.3429,
    45.400,    1.3438,    1.3435,
    45.500,    1.3387,    1.3386,
    45.600,    1.3233,    1.3233,
    45.706,    1.3301,    1.3300,
    45.801,    1.3360,    1.3361,
    45.900,    1.3423,    1.3422,
    46.000,    1.3455,    1.3456,
    46.100,    1.3471,    1.3470,
    46.208,    1.3472,    1.3471,
    46.302,    1.3490,    1.3488,
    46.400,    1.3519,    1.3520,
    46.500,    1.3556,    1.3557,
    46.600,    1.3565,    1.3565,
    46.707,    1.3663,    1.3662,
    46.801,    1.3894,    1.3894,
    46.900,    1.3950,    1.3949,
    47.000,    1.3964,    1.3963,
    47.100,    1.3941,    1.3940,
    47.207,    1.3910,    1.3908,
    47.302,    1.3880,    1.3880,
    47.400,    1.3924,    1.3922,
    47.500,    1.4035,    1.4034,
    47.600,    1.3952,    1.3951,
    47.708,    1.4121,    1.4119,
    47.802,    1.4193,    1.4193,
    47.900,    1.4174,    1.4173,
    48.000,    1.4289,    1.4288,
    48.100,    1.4127,    1.4126,
    48.208,    1.3892,    1.3895,
    48.302,    1.3725,    1.3724,
    48.400,    1.3581,    1.3581,
    48.500,    1.3560,    1.3561,
    48.600,    1.3535,    1.3535,
    48.708,    1.3824,    1.3823,
    48.802,    1.3452,    1.3451,
    48.900,    1.3404,    1.3404,
    49.000,    1.3446,    1.3444,
    49.100,    1.3467,    1.3466,
    49.203,    1.3477,    1.3476,
    49.302,    1.3480,    1.3479,
    49.400,    1.3475,    1.3474,
    49.500,    1.3549,    1.3547,
    49.600,    1.3442,    1.3441,
    49.707,    1.3263,    1.3262,
    49.802,    1.3365,    1.3363,
    49.900,    1.3396,    1.3395,
    50.000,    1.3405,    1.3404,
    50.100,    1.3279,    1.3278,
    50.202,    1.3314,    1.3313,
    50.301,    1.3359,    1.3359,
    50.400,    1.3408,    1.3408,
    50.500,    1.3509,    1.3509,
    50.600,    1.3623,    1.3623,
    50.702,    1.3691,    1.3691,
    50.800,    1.3425,    1.3425,
    50.900,    1.3380,    1.3380,
    51.000,    1.3319,    1.3318,
    51.100,    1.3335,    1.3334,
    51.204,    1.3343,    1.3343,
    51.302,    1.3353,    1.3352,
    51.400,    1.3333,    1.3332,
    51.500,    1.3298,    1.3297,
    51.600,    1.3368,    1.3366,
    51.704,    1.3329,    1.3327,
    51.806,    1.3343,    1.3341,
    51.900,    1.3257,    1.3254,
    52.000,    1.3263,    1.3261,
    52.100,    1.2759,    1.2757,
    52.204,    1.2784,    1.2783,
    52.305,    1.3076,    1.3074,
    52.400,    1.3097,    1.3094,
    52.500,    1.3147,    1.3145,
    52.600,    1.2818,    1.2818,
    52.703,    1.2745,    1.2745,
    52.801,    1.2668,    1.2668,
    52.900,    1.2725,    1.2725,
    53.000,    1.2742,    1.2742,
    53.100,    1.2761,    1.2761,
    53.202,    1.2760,    1.2760,
    53.300,    1.2807,    1.2807,
    53.400,    1.2824,    1.2824,
    53.500,    1.2876,    1.2876,
    53.600,    1.2893,    1.2893,
    53.701,    1.2922,    1.2922,
    53.802,    1.2936,    1.2937,
    53.900,    1.2978,    1.2978,
    54.000,    1.3029,    1.3030,
    54.100,    1.3060,    1.3061,
    54.201,    1.3100,    1.3101,
    54.300,    1.3132,    1.3132,
    54.400,    1.3156,    1.3157,
    54.500,    1.3166,    1.3168,
    54.600,    1.3223,    1.3225,
    54.701,    1.3344,    1.3347,
    54.802,    1.3655,    1.3671,
    54.900,    1.4242,    1.4266,
    55.000,    1.5276,    1.5311,
    55.100,    1.6143,    1.6184,
    55.202,    1.7082,    1.7120,
    55.302,    1.8071,    1.8125,
    55.400,    1.9184,    1.9205,
    55.500,    2.0160,    2.0224,
    55.600,    2.1223,    2.1290,
    55.704,    2.2328,    2.2343,
    55.802,    2.3616,    2.3693,
    55.900,    2.4892,    2.4929,
    56.000,    2.6315,    2.6345,
    56.100,    2.7219,    2.7246,
    56.201,    2.8000,    2.8005,
    56.302,    2.8289,    2.8312,
    56.400,    2.8670,    2.8685,
    56.500,    2.9483,    2.9501,
    56.600,    2.9406,    2.9420,
    56.701,    2.9689,    2.9695,
    56.802,    3.0246,    3.0247,
    56.900,    3.0697,    3.0690,
    57.000,    3.0755,    3.0747,
    57.100,    3.0708,    3.0691,
    57.202,    3.0772,    3.0764,
    57.302,    3.0512,    3.0493,
    57.400,    3.0074,    3.0061,
    57.500,    2.8776,    2.8750,
    57.600,    2.8034,    2.8015,
    57.700,    2.7807,    2.7794,
    57.800,    2.7144,    2.7129,
    57.900,    2.6496,    2.6473,
    58.000,    2.5856,    2.5827,
    58.100,    2.5442,    2.5411,
    58.202,    2.4694,    2.4692,
    58.302,    2.3837,    2.3793,
    58.400,    2.2789,    2.2761,
    58.500,    2.1374,    2.1353,
    58.600,    2.0499,    2.0480,
    58.702,    2.0150,    2.0123,
    58.801,    1.9623,    1.9607,
    58.900,    1.9285,    1.9269,
    59.000,    1.9058,    1.9038,
    59.100,    1.8876,    1.8855,
    59.203,    1.8657,    1.8637,
    59.301,    1.8394,    1.8379,
    59.400,    1.8116,    1.8106,
    59.500,    1.7519,    1.7507,
    59.600,    1.7073,    1.7067,
    59.700,    1.6741,    1.6740,
    59.802,    1.6572,    1.6566,
    59.900,    1.6444,    1.6441,
    60.000,    1.6365,    1.6357,
    60.100,    1.6297,    1.6291,
    60.204,    1.6205,    1.6201,
    60.301,    1.6085,    1.6080,
    60.400,    1.5955,    1.5951,
    60.500,    1.5951,    1.5949,
    60.600,    1.5990,    1.5989,
    60.700,    1.6001,    1.5999,
    60.802,    1.6011,    1.6009,
    60.900,    1.6010,    1.6009,
    61.000,    1.5983,    1.5980,
    61.100,    1.5885,    1.5882,
    61.201,    1.5753,    1.5751,
    61.304,    1.5788,    1.5787,
    61.400,    1.5925,    1.5923,
    61.500,    1.5975,    1.5975,
    61.600,    1.6011,    1.6011,
    61.701,    1.6057,    1.6057,
    61.803,    1.6039,    1.6038,
    61.900,    1.5879,    1.5877,
    62.000,    1.5776,    1.5774,
    62.100,    1.5616,    1.5614,
    62.201,    1.5520,    1.5519,
    62.308,    1.5448,    1.5446,
    62.400,    1.5527,    1.5526,
    62.500,    1.5572,    1.5573,
    62.600,    1.5614,    1.5615,
    62.704,    1.5673,    1.5678,
    62.803,    1.5773,    1.5776,
    62.900,    1.5858,    1.5859,
    63.000,    1.5916,    1.5918,
    63.100,    1.6065,    1.6068,
    63.201,    1.6148,    1.6149,
    63.306,    1.6253,    1.6254,
    63.400,    1.6366,    1.6373,
    63.500,    1.6578,    1.6583,
    63.600,    1.6720,    1.6731,
    63.701,    1.6923,    1.6926,
    63.803,    1.7304,    1.7315,
    63.900,    1.7544,    1.7557,
    64.000,    1.7776,    1.7788,
    64.100,    1.7952,    1.7969,
    64.201,    1.8079,    1.8089,
    64.304,    1.8240,    1.8256,
    64.400,    1.8386,    1.8403,
    64.500,    1.8519,    1.8532,
    64.600,    1.8629,    1.8649,
    64.707,    1.8766,    1.8784,
    64.801,    1.8886,    1.8893,
    64.900,    1.8992,    1.9002,
    65.000,    1.8970,    1.8974,
    65.100,    1.9075,    1.9080,
    65.201,    1.9153,    1.9156,
    65.303,    1.9244,    1.9247,
    65.400,    1.9384,    1.9388,
    65.500,    1.9452,    1.9456,
    65.600,    1.9516,    1.9521,
    65.701,    1.9620,    1.9624,
    65.802,    1.9809,    1.9815,
    65.900,    1.9987,    1.9991,
    66.000,    2.0235,    2.0240,
    66.100,    2.0430,    2.0435,
    66.201,    2.0564,    2.0567,
    66.304,    2.0563,    2.0565,
    66.400,    2.0588,    2.0590,
    66.500,    2.0446,    2.0449,
    66.600,    2.0264,    2.0267,
    66.703,    2.0275,    2.0278,
    66.800,    2.0306,    2.0310,
    66.900,    2.0552,    2.0556,
    67.000,    2.0693,    2.0696,
    67.100,    2.0763,    2.0765,
    67.201,    2.0736,    2.0734,
    67.301,    2.0638,    2.0637,
    67.400,    2.0564,    2.0563,
    67.500,    2.0212,    2.0213,
    67.600,    2.0189,    2.0190,
    67.706,    2.0319,    2.0320,
    67.802,    2.0360,    2.0362,
    67.900,    2.0406,    2.0406,
    68.000,    2.0487,    2.0486,
    68.100,    2.0482,    2.0479,
    68.204,    2.0476,    2.0473,
    68.303,    2.0439,    2.0437,
    68.400,    2.0332,    2.0329,
    68.500,    2.0018,    2.0017,
    68.600,    1.9937,    1.9936,
    68.708,    1.9951,    1.9950,
    68.806,    1.9964,    1.9962,
    68.900,    2.0012,    2.0008,
    69.000,    2.0017,    2.0014,
    69.100,    1.9988,    1.9985,
    69.201,    1.9936,    1.9935,
    69.303,    1.9847,    1.9844,
    69.400,    1.9714,    1.9711,
    69.500,    1.9421,    1.9417,
    69.600,    1.9339,    1.9337,
    69.708,    1.9298,    1.9297,
    69.806,    1.9281,    1.9279,
    69.900,    1.9269,    1.9264,
    70.000,    1.9248,    1.9245,
    70.100,    1.9206,    1.9202,
    70.202,    1.9153,    1.9150,
    70.303,    1.9079,    1.9076,
    70.400,    1.8904,    1.8901,
    70.500,    1.8846,    1.8844,
    70.600,    1.8741,    1.8738,
    70.701,    1.8647,    1.8645,
    70.802,    1.8565,    1.8563,
    70.900,    1.8493,    1.8491,
    71.000,    1.8419,    1.8416,
    71.100,    1.8363,    1.8361,
    71.201,    1.8360,    1.8358,
    71.303,    1.8318,    1.8316,
    71.400,    1.8495,    1.8497,
    71.500,    1.8854,    1.8878,
    71.600,    1.9551,    1.9588,
    71.700,    2.0403,    2.0433,
    71.803,    2.1313,    2.1347,
    71.900,    2.2148,    2.2176,
    72.000,    2.2949,    2.2977,
    72.100,    2.4256,    2.4284,
    72.201,    2.5045,    2.5072,
    72.303,    2.5006,    2.5033,
    72.400,    2.5127,    2.5145,
    72.500,    2.5335,    2.5356,
    72.600,    2.6068,    2.6084,
    72.701,    2.6526,    2.6546,
    72.803,    2.7233,    2.7254,
    72.900,    2.8694,    2.8715,
    73.000,    2.9350,    2.9381,
    73.100,    3.0499,    3.0546,
    73.202,    3.1600,    3.1631,
    73.304,    3.2616,    3.2645,
    73.400,    3.3028,    3.3062,
    73.500,    3.3230,    3.3269,
    73.600,    3.3324,    3.3385,
    73.705,    3.3784,    3.3812,
    73.801,    3.4306,    3.4328,
    73.900,    3.5134,    3.5174,
    74.000,    3.5552,    3.5576,
    74.100,    3.5780,    3.5801,
    74.205,    3.6403,    3.6415,
    74.301,    3.6862,    3.6871,
    74.400,    3.7213,    3.7230,
    74.500,    3.7173,    3.7184,
    74.600,    3.6949,    3.6962,
    74.704,    3.7614,    3.7617,
    74.802,    3.7441,    3.7456,
    74.900,    3.7059,    3.7077,
    75.000,    3.6903,    3.6921,
    75.100,    3.7653,    3.7673,
    75.201,    3.8331,    3.8352,
    75.303,    3.8427,    3.8449,
    75.400,    3.8540,    3.8554,
    75.500,    3.6382,    3.6401,
    75.600,    3.6827,    3.6846,
    75.701,    3.6944,    3.6969,
    75.803,    3.7420,    3.7443,
    75.900,    3.8173,    3.8196,
    76.000,    3.9162,    3.9205,
    76.100,    3.9881,    3.9892,
    76.202,    3.9684,    3.9687,
    76.304,    3.9428,    3.9428,
    76.400,    3.9110,    3.9109,
    76.500,    3.8971,    3.8975,
    76.600,    3.9065,    3.9072,
    76.703,    3.9235,    3.9244,
    76.805,    3.9644,    3.9653,
    76.900,    3.9837,    3.9846,
    77.000,    4.0033,    4.0038,
    77.100,    4.0173,    4.0175,
    77.204,    4.0204,    4.0198,
    77.306,    4.0234,    4.0224,
    77.400,    3.9871,    3.9861,
    77.500,    3.9502,    3.9492,
    77.600,    3.9423,    3.9411,
    77.704,    3.9325,    3.9315,
    77.806,    3.9321,    3.9309,
    77.900,    3.9215,    3.9199,
    78.000,    3.9035,    3.9002,
    78.100,    3.8885,    3.8853,
    78.204,    3.8546,    3.8539,
    78.306,    3.8194,    3.8179,
